tweet_id,rating_numerator,rating_denominator,name,dog_stage,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
880221127280381952,12,10,Jesse,None,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,27640,4436
880095782870896641,11,10,None,None,miniature_pinscher,0.120298,True,rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,28150,4533
879862464715927552,13,10,Romeo,None,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,22667,3642
879492040517615616,12,10,Bailey,None,german_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,23822,3323
879415818425184262,13,10,Duddles,None,english_springer,0.383404,True,boston_bull,0.134967,True,cardigan,0.110481,True,107956,45849
879376492567855104,12,10,Jack,None,tricycle,0.663601,False,labrador_retriever,0.0334961,True,pembroke,0.0188266,True,17099,3261
879050749262655488,11,10,Steven,None,tabby,0.311861,False,window_screen,0.169123,False,egyptian_cat,0.132932,False,23022,4941
879008229531029506,13,10,Beau,None,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,american_staffordshire_terrier,0.0087113,True,19317,2812
878776093423087618,13,10,Snoopy,puppo,italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,ibizan_hound,0.0397246,True,19763,4319
878281511006478336,13,10,Shadow,None,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True,7913,1349
878057613040115712,14,10,Emmy,None,french_bulldog,0.839097,True,boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,42876,7181
877736472329191424,13,10,Aja,None,chesapeake_bay_retriever,0.8379559999999999,True,labrador_retriever,0.0620342,True,weimaraner,0.0405991,True,71144,17300
877556246731214848,12,10,Penny,None,basset,0.995368,True,welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,23258,3994
877316821321428993,13,10,Dante,None,saluki,0.5099670000000001,True,italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,27907,5414
877201837425926144,12,10,Nelly,None,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,27755,5880
876838120628539392,12,10,Ginger,pupper,bloodhound,0.575751,True,redbone,0.24097,True,tibetan_mastiff,0.08893480000000001,True,21125,3506
876484053909872640,13,10,Benedict,None,golden_retriever,0.874566,True,irish_terrier,0.0373542,True,chow,0.016723599999999998,True,19163,2511
876120275196170240,13,10,Venti,None,bernese_mountain_dog,0.534327,True,saint_bernard,0.346312,True,greater_swiss_mountain_dog,0.0949327,True,28490,4903
875747767867523072,13,10,Goose,None,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,25773,4497
875144289856114688,13,10,Nugget,None,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,22185,5081
875021211251597312,12,10,None,None,west_highland_white_terrier,0.7143189999999999,True,siberian_husky,0.0919133,True,great_pyrenees,0.0460382,True,26022,4922
874680097055178752,12,10,Cash,None,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,28439,4875
874296783580663808,13,10,Jed,pupper,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,26651,4308
874057562936811520,12,10,None,None,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,newfoundland,0.0282283,True,23134,4125
874012996292530176,13,10,Sebastian,puppo,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,35501,11007
873580283840344065,13,10,None,None,newfoundland,0.678537,True,tibetan_mastiff,0.244022,True,chow,0.0485295,True,24837,4143
873213775632977920,12,10,Sierra,pupper,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake_bay_retriever,0.0126763,True,7467,1667
872967104147763200,12,10,None,doggo,labrador_retriever,0.476913,True,chesapeake_bay_retriever,0.174145,True,german_short-haired_pointer,0.0928614,True,28031,5669
872820683541237760,13,10,None,None,pug,0.99912,True,french_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,15029,3884
872620804844003328,13,10,Monkey,None,cocker_spaniel,0.513191,True,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,21309,3911
872486979161796608,12,10,None,None,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True,41606,9429
872261713294495745,13,10,Harry,None,labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,chesapeake_bay_retriever,0.00735927,True,35085,6649
872122724285648897,12,10,Kody,None,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,35324,8549
871879754684805121,13,10,Lassie,None,shetland_sheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True,39090,11918
871762521631449091,12,10,Rover,pupper,labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,20787,3678
871515927908634625,12,10,Napolean,doggo,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,20730,3628
871032628920680449,13,10,Boomer,None,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False,23255,3999
870804317367881728,11,10,None,None,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False,33791,6393
870656317836468226,13,10,Cody,None,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True,12819,2817
870374049280663552,13,10,Zoey,None,golden_retriever,0.841001,True,great_pyrenees,0.0992784,True,labrador_retriever,0.0326213,True,85011,27680
870308999962521604,13,10,Rumble,None,greater_swiss_mountain_dog,0.6227520000000001,True,appenzeller,0.15846300000000002,True,entlebucher,0.148115,True,22453,4384
870063196459192321,14,10,Clifford,None,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False,37771,8840
869772420881756160,13,10,Dewey,None,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True,43710,10663
869702957897576449,13,10,Stanley,None,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True,29116,6728
869596645499047938,12,10,Scout,doggo,chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False,16476,3327
869227993411051520,13,10,Gizmo,None,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True,21112,4023
868880397819494401,14,10,Walter,None,laptop,0.153718,False,french_bulldog,0.0999839,True,printer,0.0771299,False,55098,12518
868622495443632128,13,10,None,None,labrador_retriever,0.868107,True,great_pyrenees,0.060973,True,saint_bernard,0.0334889,True,28295,6275
868552278524837888,12,10,Cooper,None,whippet,0.378151,True,italian_greyhound,0.275935,True,american_staffordshire_terrier,0.0949906,True,10539,2240
867900495410671616,12,10,None,None,labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,24964,4439
867774946302451713,13,10,Harold,None,border_collie,0.661953,True,cardigan,0.175718,True,collie,0.0871424,True,35179,7788
867421006826221569,12,10,Shikha,puppo,eskimo_dog,0.6164569999999999,True,siberian_husky,0.38133,True,malamute,0.00167022,True,16755,2697
867051520902168576,13,10,None,None,samoyed,0.471403,True,pekinese,0.302219,True,pomeranian,0.156606,True,33420,8425
866686824827068416,12,10,Lili,None,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True,20070,3727
866450705531457537,13,10,Jamesy,pupper,french_bulldog,0.905334,True,boston_bull,0.0780597,True,pug,0.00177092,True,106827,32883
866334964761202691,12,10,Coco,None,samoyed,0.984086,True,pomeranian,0.00791928,True,keeshond,0.00332813,True,54720,15546
865718153858494464,13,10,Boomer,None,golden_retriever,0.673664,True,kuvasz,0.157523,True,labrador_retriever,0.126073,True,26640,6008
865359393868664832,13,10,Sammy,None,chesapeake_bay_retriever,0.832435,True,labrador_retriever,0.163551,True,weimaraner,0.00277025,True,27530,5384
865006731092295680,13,10,Nelly,None,pembroke,0.989882,True,cardigan,0.00990646,True,basenji,0.000134952,True,29063,8209
864873206498414592,14,10,None,None,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False,33651,9361
864279568663928832,12,10,Meatball,None,bull_mastiff,0.668613,True,french_bulldog,0.180562,True,staffordshire_bullterrier,0.0522374,True,15195,3266
864197398364647424,13,10,Paisley,None,golden_retriever,0.945905,True,labrador_retriever,0.0212636,True,tibetan_mastiff,0.0204928,True,31459,9616
863907417377173506,13,10,Albus,None,marmot,0.35882800000000004,False,meerkat,0.174703,False,weasel,0.123485,False,21477,4441
863553081350529029,13,10,Neptune,None,eskimo_dog,0.41333,True,malamute,0.347646,True,siberian_husky,0.149536,True,15935,4489
863432100342583297,12,10,Belle,None,staffordshire_bullterrier,0.690517,True,french_bulldog,0.10336,True,beagle,0.07948939999999999,True,24829,5664
863079547188785154,14,10,None,None,lakeland_terrier,0.275242,True,airedale,0.190569,True,teddy,0.102595,False,9094,1195
863062471531167744,13,10,Quinn,None,french_bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True,8945,2687
862831371563274240,13,10,Zooey,None,australian_terrier,0.207281,True,irish_terrier,0.156296,True,german_shepherd,0.123536,True,20011,5457
862722525377298433,11,10,Dave,None,basset,0.39333,True,beagle,0.24203400000000005,True,boxer,0.0776925,True,17779,3809
862457590147678208,13,10,Jersey,None,home_theater,0.496348,False,studio_couch,0.167256,False,barber_chair,0.052625,False,21492,5388
862096992088072192,13,10,None,None,chow,0.677589,True,pomeranian,0.270648,True,pekinese,0.0381099,True,66437,21840
861383897657036800,13,10,Hobbes,None,cardigan,0.771008,True,pembroke,0.137174,True,french_bulldog,0.0633086,True,37744,11528
861288531465048066,13,10,None,None,syringe,0.14471199999999998,False,oxygen_mask,0.106684,False,bouvier_des_flandres,0.0826102,True,18032,4479
861005113778896900,12,10,Burt,None,german_shepherd,0.507951,True,pembroke,0.136113,True,muzzle,0.07576419999999999,False,17538,4119
860563773140209665,13,10,Lorenzo,None,cardigan,0.583936,True,pembroke,0.0559794,True,beagle,0.0458957,True,7878,2334
860524505164394496,13,10,Carl,None,bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,lakeland_terrier,0.08795069999999999,True,24678,5698
860276583193509888,12,10,Jordy,None,lakeside,0.312299,False,dock,0.159842,False,canoe,0.07079450000000001,False,19154,3745
860184849394610176,14,10,None,None,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False,17474,6295
859924526012018688,12,10,Milky,None,french_bulldog,0.254587,True,staffordshire_bullterrier,0.192558,True,hog,0.10027,False,20021,4349
859851578198683649,13,10,Trooper,None,labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True,16105,3780
859607811541651456,13,10,None,puppo,golden_retriever,0.8955290000000001,True,irish_setter,0.0240993,True,labrador_retriever,0.0192854,True,19476,1704
859196978902773760,12,10,None,None,angora,0.224218,False,malamute,0.216163,True,persian_cat,0.128383,False,75193,25661
859074603037188101,13,10,None,None,revolver,0.190292,False,projectile,0.149064,False,fountain,0.0660466,False,35553,14740
858843525470990336,13,10,None,doggo,golden_retriever,0.57812,True,labrador_retriever,0.286059,True,bloodhound,0.0269173,True,16304,3771
858471635011153920,13,10,Sophie,None,pembroke,0.987407,True,cardigan,0.00872303,True,basenji,0.00342373,True,22640,5271
858107933456039936,12,10,Wyatt,None,golden_retriever,0.863874,True,labrador_retriever,0.01592,True,doormat,0.0106153,False,16524,3154
857989990357356544,12,10,Rosie,None,french_bulldog,0.43258,True,english_springer,0.325898,True,lakeland_terrier,0.0426179,True,16952,2812
857746408056729600,13,10,Thor,None,labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True,36021,11524
857393404942143489,13,10,None,None,malamute,0.8415969999999999,True,siberian_husky,0.0736435,True,eskimo_dog,0.0721286,True,6236,1785
857263160327368704,13,10,Oscar,None,samoyed,0.998021,True,pomeranian,0.000921636,True,keeshond,0.000311261,True,21041,4934
857029823797047296,12,10,Zeke,None,golden_retriever,0.968623,True,labrador_retriever,0.0103252,True,saluki,0.00414842,True,19910,4364
856543823941562368,12,10,Callie,None,boston_bull,0.30691,True,siamese_cat,0.191218,False,chihuahua,0.189288,True,17135,3131
856526610513747968,14,10,None,None,old_english_sheepdog,0.798481,True,tibetan_terrier,0.0606024,True,standard_poodle,0.0407219,True,12446,2068
856282028240666624,14,10,Cermet,None,chihuahua,0.8765430000000001,True,italian_greyhound,0.032961800000000006,True,cardigan,0.0207759,True,29086,6841
855851453814013952,13,10,None,"doggo,puppo",flat-coated_retriever,0.321676,True,labrador_retriever,0.115138,True,groenendael,0.0960997,True,47844,19196
855459453768019968,12,10,None,None,blenheim_spaniel,0.389513,True,pekinese,0.18822,True,japanese_spaniel,0.0826282,True,31657,8987
854732716440526848,12,10,Marlee,None,pembroke,0.6955479999999999,True,cardigan,0.0589017,True,chow,0.0284106,True,24188,6690
854482394044301312,13,10,Arya,None,chihuahua,0.26024200000000003,True,toy_poodle,0.189158,True,labrador_retriever,0.14419500000000002,True,31131,7608
854365224396361728,13,10,Einstein,None,pembroke,0.90708,True,cardigan,0.086272,True,chihuahua,0.00141323,True,20046,5159
854120357044912130,14,10,None,pupper,black-and-tan_coonhound,0.8548610000000001,True,doberman,0.0507918,True,bluetick,0.0217617,True,33911,8285
854010172552949760,11,10,None,"doggo,floofer",english_springer,0.354733,True,collie,0.177538,True,border_collie,0.131706,True,17169,3433
853760880890318849,12,10,Alice,None,miniature_pinscher,0.29251900000000003,True,chihuahua,0.120946,True,rottweiler,0.11949,True,30414,6403
853639147608842240,13,10,None,None,german_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True,37198,11265
853299958564483072,13,10,Rumpole,None,grille,0.65228,False,beach_wagon,0.112846,False,convertible,0.0862523,False,16508,3928
852912242202992640,12,10,Benny,None,great_dane,0.7837649999999999,True,rhodesian_ridgeback,0.114147,True,english_foxhound,0.0464395,True,9658,2037
852672615818899456,12,10,Aspen,None,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,sussex_spaniel,0.0465617,True,15939,2388
852553447878664193,13,10,Jarod,None,bloodhound,0.186498,True,brabancon_griffon,0.13902799999999998,True,rottweiler,0.12594,True,17492,3885
852311364735569921,13,10,Wiggles,None,barbell,0.971581,False,dumbbell,0.028417900000000006,False,go-kart,5.59504e-07,False,35325,10961
852226086759018497,14,10,General,None,prison,0.352793,False,dishwasher,0.110723,False,file,0.094112,False,21378,7570
852189679701164033,12,10,Sailor,None,barrow,0.42315,False,bernese_mountain_dog,0.415374,True,entlebucher,0.0673454,True,12217,1741
851591660324737024,11,10,None,None,cardigan,0.394507,True,chihuahua,0.077254,True,french_bulldog,0.07655880000000001,True,17300,3819
851464819735769094,14,10,Iggy,None,web_site,0.919649,False,menu,0.0263061,False,crossword_puzzle,0.00348151,False,25944,7855
851224888060895234,13,10,Snoop,None,car_mirror,0.971512,False,seat_belt,0.00706346,False,standard_poodle,0.00568265,True,22090,6350
850753642995093505,11,10,Kyle,None,pug,0.996952,True,bull_mastiff,0.000995901,True,french_bulldog,0.00088338,True,33348,10352
850380195714523136,13,10,Leo,None,yorkshire_terrier,0.249012,True,maltese_dog,0.166364,True,shih-tzu,0.142254,True,13994,2915
850145622816686080,11,10,Riley,None,tennis_ball,0.7147979999999999,False,kelpie,0.10539,True,malinois,0.058552699999999985,True,17519,4244
850019790995546112,12,10,Boomer,pupper,shetland_sheepdog,0.759907,True,collie,0.107405,True,pembroke,0.052335300000000015,True,21944,5459
849776966551130114,12,10,None,None,chihuahua,0.292092,True,toy_terrier,0.136852,True,bonnet,0.103111,False,32390,8404
849412302885593088,12,10,Noosh,None,schipperke,0.907559,True,crossword_puzzle,0.017933900000000003,False,chihuahua,0.016190700000000002,True,17039,3487
849336543269576704,11,10,None,None,patio,0.521788,False,prison,0.149544,False,restaurant,0.0271526,False,12240,2101
849051919805034497,13,10,Kevin,None,fountain,0.997509,False,american_black_bear,0.00141312,False,sundial,0.000681115,False,32617,7396
848690551926992896,12,10,None,None,flat-coated_retriever,0.8236479999999999,True,newfoundland,0.100571,True,groenendael,0.0383097,True,27104,4826
848324959059550208,12,10,Odin,None,malamute,0.5445760000000001,True,siberian_husky,0.290268,True,eskimo_dog,0.154421,True,20229,4037
848212111729840128,6,10,Jerry,None,bedlington_terrier,0.333486,True,ibizan_hound,0.245797,True,wallaby,0.131647,False,17618,3444
847962785489326080,10,10,Georgie,None,sea_lion,0.882654,False,mink,0.0668802,False,otter,0.0256787,False,25296,5730
847842811428974592,12,10,Rontu,None,bernese_mountain_dog,0.951337,True,greater_swiss_mountain_dog,0.0168491,True,appenzeller,0.0108492,True,5935,1522
847606175596138505,12,10,Cannon,None,cardigan,0.413688,True,boston_bull,0.381836,True,doormat,0.0658678,False,20208,3774
847251039262605312,12,10,Furzey,None,airedale,0.49538,True,irish_terrier,0.316456,True,lakeland_terrier,0.15853299999999998,True,22036,4800
847157206088847362,11,10,Daisy,None,staffordshire_bullterrier,0.21960900000000005,True,american_staffordshire_terrier,0.178671,True,pug,0.123271,True,21588,6572
847116187444137987,11,10,None,None,white_wolf,0.128935,False,american_staffordshire_terrier,0.113434,True,dingo,0.0812314,False,23108,3583
846874817362120707,13,10,Tuck,None,shetland_sheepdog,0.450539,True,papillon,0.187928,True,collie,0.140068,True,21685,4404
846514051647705089,13,10,Barney,doggo,golden_retriever,0.650003,True,leonberg,0.0651992,True,norfolk_terrier,0.0529553,True,48410,13076
846153765933735936,13,10,Vixen,None,giant_schnauzer,0.346468,True,flat-coated_retriever,0.21845100000000006,True,labrador_retriever,0.10802,True,34394,10226
846042936437604353,12,10,Jarvis,None,golden_retriever,0.96111,True,labrador_retriever,0.0166952,True,tibetan_mastiff,0.00908153,True,17256,3224
845812042753855489,13,10,None,None,samoyed,0.979803,True,chow,0.0159226,True,white_wolf,0.00130279,False,31737,9894
845677943972139009,12,10,None,None,chow,0.8086810000000001,True,groenendael,0.123141,True,newfoundland,0.0221432,True,27154,5365
845397057150107648,13,10,Mimosa,doggo,dandie_dinmont,0.394404,True,maltese_dog,0.186537,True,west_highland_white_terrier,0.181985,True,8241,2072
845306882940190720,12,10,Pickles,pupper,irish_water_spaniel,0.567475,True,labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True,25225,6039
844979544864018432,13,10,None,None,tennis_ball,0.999281,False,racket,0.00037008,False,shetland_sheepdog,0.000132068,True,14738,2909
844973813909606400,12,10,Brady,None,labrador_retriever,0.742421,True,golden_retriever,0.195218,True,chihuahua,0.017320099999999998,True,16361,3617
844704788403113984,13,10,Luna,None,labrador_retriever,0.980213,True,golden_retriever,0.00701167,True,beagle,0.00314697,True,42022,11633
844580511645339650,11,10,Charlie,None,washer,0.903064,False,dishwasher,0.032489,False,printer,0.0164562,False,17871,3533
844223788422217728,12,10,Margo,None,labrador_retriever,0.71951,True,chesapeake_bay_retriever,0.122019,True,newfoundland,0.0388276,True,14753,2450
843856843873095681,12,10,Sadie,None,labrador_retriever,0.92254,True,golden_retriever,0.0743578,True,great_pyrenees,0.00232495,True,23211,5220
843604394117681152,11,10,Hank,None,labrador_retriever,0.430583,True,golden_retriever,0.263581,True,great_pyrenees,0.179385,True,18310,3081
843235543001513987,13,10,Tycho,None,pembroke,0.958452,True,cardigan,0.0237699,True,chihuahua,0.00526936,True,23315,6852
842846295480000512,13,10,Charlie,None,labrador_retriever,0.461076,True,golden_retriever,0.154946,True,chihuahua,0.110249,True,16440,4023
842765311967449089,12,10,Indie,None,tub,0.665238,False,bucket,0.105166,False,labrador_retriever,0.0293399,True,7321,1439
842535590457499648,13,10,Winnie,None,pembroke,0.685084,True,cardigan,0.314608,True,basenji,0.000159824,True,19637,3937
842163532590374912,12,10,George,None,french_bulldog,0.891227,True,soccer_ball,0.022811,False,bull_mastiff,0.012852,True,26569,6568
842115215311396866,12,10,Bentley,None,chow,0.293493,True,newfoundland,0.181336,True,schipperke,0.125152,True,15204,3386
841680585030541313,12,10,Penny,None,chihuahua,0.547401,True,bow_tie,0.198361,False,pembroke,0.0584925,True,27854,8748
841439858740625411,14,10,None,None,military_uniform,0.853684,False,labrador_retriever,0.0481999,True,groenendael,0.0153944,True,13755,4168
841314665196081154,13,10,Max,None,afghan_hound,0.903712,True,saluki,0.035215,True,bloodhound,0.0265655,True,17305,5312
841077006473256960,12,10,Dawn,None,brittany_spaniel,0.962985,True,blenheim_spaniel,0.014819999999999996,True,clumber,0.00955711,True,24926,5991
